tenure,MonthlyCharges,TotalCharges,Contract_One year,Contract_Two year,Partner_Yes,Dependents_Yes,OnlineSecurity_Yes,TechSupport_Yes,PaperlessBilling_Yes,SeniorCitizen_1,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,OnlineBackup_Yes,DeviceProtection_Yes,InternetService_Fiber optic,InternetService_No,MultipleLines_Yes,StreamingTV_Yes,StreamingMovies_Yes,PhoneService_Yes,gender_Male,Churn
5,85.55,408.5,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,True,False
20,85.25,1734.5,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,True,True
2,104.4,242.8,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,True,False,True
61,65.2,3965.05,True,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False
39,59.85,2341.5,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
59,51.7,3005.8,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False
33,59.55,2016.3,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
61,104.0,6363.45,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,False
12,60.65,743.3,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False
1,20.2,20.2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
13,30.15,382.2,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
47,100.5,4707.1,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,False,False
15,19.4,289.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
3,30.75,82.85,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
13,20.3,275.4,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
67,75.5,5229.45,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,True,True,True,False,False
59,18.4,1057.85,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
62,86.1,5215.25,False,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,True,True,True,True,False
48,45.3,2145.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
15,25.4,399.6,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True
3,20.55,51.15,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True
71,115.15,8078.1,False,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,False
70,80.15,5600.15,False,True,True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,True,True,False
12,78.1,947.3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
62,96.1,6001.45,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False
1,84.3,84.3,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True
48,58.95,2789.7,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
19,44.9,839.65,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
41,20.0,879.8,False,True,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
65,59.95,3921.1,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
31,20.4,609.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
25,54.2,1423.15,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
70,88.55,6306.5,False,True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,False
51,76.4,3966.3,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
9,50.85,466.6,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
71,23.9,1626.4,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False
30,64.5,1929.95,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False
1,20.25,20.25,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True
15,30.2,469.65,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
21,104.4,2157.95,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,True,True,True,True,True
11,55.6,580.8,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False
55,94.75,5276.1,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False
14,86.1,1235.55,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,True,True
12,84.05,966.55,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False
71,77.55,5574.35,False,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False
66,79.85,5234.95,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,False
72,24.55,1750.7,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
47,40.3,1794.8,True,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
52,24.55,1331.05,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False
68,110.8,7553.6,False,True,True,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,False,False
28,94.5,2659.4,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,True,True
72,118.2,8547.15,False,True,False,False,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,True,False
52,61.35,3169.55,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
1,19.55,19.55,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
61,24.4,1417.9,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
9,29.95,248.95,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True
72,92.4,6786.1,False,True,True,False,True,True,True,False,False,True,False,True,True,False,False,True,True,True,True,False,False
67,24.65,1620.45,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False
4,25.2,102.5,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True
70,106.05,7554.05,False,False,True,True,True,False,True,False,False,True,False,True,False,True,False,True,True,True,True,True,False
2,65.7,134.35,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True
6,98.25,560.6,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True
11,75.9,866.4,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False
56,100.65,5688.05,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,True,False,True
1,20.2,20.2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
10,49.55,475.7,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
69,99.35,6856.45,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,True,False
18,19.65,391.7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
25,71.05,1837.7,False,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False
71,95.5,6707.15,False,True,True,False,False,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,False
3,64.5,177.4,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
6,26.35,184.05,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False
48,45.55,2108.35,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False
2,49.25,90.35,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,True
1,25.05,25.05,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
49,101.55,5070.4,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,True,True,False,False
51,81.0,4085.75,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False
25,76.15,1992.95,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False
28,59.55,1646.45,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
25,19.5,516.3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
16,86.6,1281.0,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,True
10,29.6,299.05,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,44.0,44.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
29,100.55,2878.75,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False
8,94.7,740.3,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,True,True,True
67,69.2,4671.65,False,True,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,True,True,True,False
12,29.35,381.2,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False
3,57.55,161.45,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
24,29.1,688.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
7,73.75,545.15,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,True
11,73.5,791.75,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True
30,21.25,711.9,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
69,105.2,7386.05,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,False
64,115.0,7396.15,True,False,True,False,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,False,False
59,95.8,5655.45,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,False,False
51,24.95,1288.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
33,20.1,620.55,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
14,66.6,979.5,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,True,True,False
64,68.3,4378.8,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,False,False
56,24.9,1334.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True
6,19.65,116.85,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
72,105.5,7544.0,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,True,True,True,True,False,False
1,45.1,45.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True
39,45.05,1790.6,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
7,62.8,418.3,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
9,80.55,653.9,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False
72,105.75,7629.85,True,False,True,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False
15,89.85,1424.95,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True
57,74.3,4166.35,False,True,False,False,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False
41,51.35,2075.1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False
59,72.1,4194.85,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False
30,95.0,2852.4,False,False,False,False,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,True,False
5,79.9,343.95,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,True
48,70.95,3629.2,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False
23,75.4,1643.55,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
27,24.5,761.95,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
14,19.35,324.8,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
72,104.9,7537.5,True,False,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,False
3,40.3,92.5,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
4,75.65,302.35,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
4,20.5,77.6,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
62,25.8,1563.95,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
23,34.65,768.45,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
32,90.95,2897.95,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,False
13,96.65,1244.5,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True
19,20.2,387.4,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
14,92.9,1337.45,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,True,False
13,98.15,1230.25,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
49,98.35,4889.2,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,True,True,True,False,False
11,20.9,202.3,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
54,65.25,3529.95,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False
63,39.35,2395.05,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
5,25.9,135.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True
2,74.85,156.4,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,True
38,94.75,3653.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,False
66,107.35,7051.95,True,False,True,False,False,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,False
2,70.35,139.05,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True
38,20.25,814.75,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2,69.8,134.7,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True
17,75.4,1322.55,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False
4,78.85,292.8,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True
9,20.15,163.7,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
1,19.7,19.7,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
19,83.65,1465.75,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,True,True
45,75.15,3480.35,False,True,True,False,True,True,False,True,True,False,False,False,True,False,False,True,False,True,True,True,False
60,74.85,4456.35,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False
16,38.9,664.4,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,19.5,19.5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
40,36.0,1382.9,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2,55.05,102.75,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True
5,90.8,455.5,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True
11,45.2,492.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
49,43.8,2106.05,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
72,110.75,7751.7,False,True,True,False,True,False,True,False,False,True,False,True,True,True,False,True,True,True,True,False,False
35,20.5,759.35,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
4,20.05,83.3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
59,94.05,5483.9,True,False,True,False,True,True,True,True,False,True,False,True,True,True,False,True,False,False,True,False,False
6,30.5,208.7,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True
62,84.45,4959.15,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
24,34.25,828.2,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
15,79.4,1156.1,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,True,True
11,20.45,237.3,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False
3,20.4,63.15,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
59,76.45,4519.5,False,True,True,True,True,True,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False
22,76.0,1783.6,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
38,89.1,3342.0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False
15,79.75,1111.85,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True
1,73.0,73.0,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True
56,104.75,5510.65,True,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True,True,False,True
32,18.95,613.95,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
1,69.75,69.75,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True
62,90.7,5586.45,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False
72,113.65,8124.2,False,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,False
22,25.25,555.4,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
2,20.45,42.45,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
63,75.7,4676.7,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,True,False
53,20.2,1068.15,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
32,61.4,1864.65,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
45,98.7,4525.8,True,False,True,False,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,False
64,89.45,5692.65,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False
71,85.75,6223.8,False,True,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,True,True,False,False
69,19.9,1356.7,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
63,104.5,6590.8,True,False,False,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False
8,84.9,764.95,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,True
2,100.2,198.5,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,False
2,96.0,174.8,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,True,True,False,True
25,79.0,1902.0,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False
55,79.4,4238.45,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False
1,100.8,100.8,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True
62,43.7,2618.3,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False
37,35.8,1316.9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
52,59.45,3043.7,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
69,110.05,7430.75,False,True,False,False,True,False,True,False,True,False,False,True,True,True,False,True,True,True,True,True,False
19,24.9,467.7,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False
61,115.1,6993.65,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,False
40,65.1,2586.0,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False
46,99.8,4391.25,False,False,False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,True,True,False,False
69,82.45,5555.3,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False
1,69.95,69.95,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True
56,24.8,1424.2,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False
1,19.85,19.85,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
71,89.3,6388.65,False,True,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,True,True,False,False
1,90.1,90.1,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,True,False
69,66.9,4577.9,False,True,False,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False
56,24.45,1385.85,False,True,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
27,83.85,2310.2,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False
19,19.8,344.5,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
70,101.75,7069.3,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,False,False
5,49.4,232.55,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
23,81.0,1917.1,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True
42,49.55,2077.95,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
3,20.2,50.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
72,54.2,3937.45,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True
33,58.45,1955.4,True,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False
15,74.9,1107.25,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True
20,96.8,1826.7,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,True,False,True,True,False
48,75.15,3772.65,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
11,20.95,267.35,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
14,80.05,1112.3,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
15,75.35,1114.55,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
70,113.65,7939.25,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,True,True,True,True,False,False
1,20.45,20.45,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
2,79.6,195.05,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True
63,109.2,7049.75,False,True,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,True,False
52,85.35,4338.6,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,True,True
2,79.45,145.15,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False
61,99.15,6010.05,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,True,True,True,False,True
25,69.3,1813.1,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False
56,93.15,5253.95,True,False,True,False,True,False,True,False,False,True,False,True,True,True,False,True,False,False,True,True,False
1,85.8,85.8,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True
1,50.6,50.6,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True
19,45.0,865.85,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
14,91.65,1301.0,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,False,True,False,True
12,84.6,1017.35,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False
30,19.4,578.5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
55,85.1,4657.95,False,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,True,True,False,False
61,94.1,5638.3,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,True,True,True
2,54.85,104.2,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True
2,75.45,158.4,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True
8,45.15,438.4,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True
66,61.35,4193.4,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1,90.55,90.55,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,True,True
32,109.55,3608.0,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,True,True,False,False
23,106.4,2483.5,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True
65,93.55,6069.25,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False
27,78.05,2135.5,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True
12,79.8,1001.2,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
53,54.45,2854.55,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True,True,False,True,True
37,75.1,2658.8,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False
1,100.25,100.25,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True
25,53.65,1355.45,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False
52,72.95,3829.75,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,True,False
34,44.85,1442.6,False,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
34,109.8,3587.25,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True
1,19.75,19.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
67,20.55,1343.4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
56,21.2,1238.65,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False
5,69.95,320.4,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
58,50.3,2878.55,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
9,19.6,197.4,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
1,72.1,72.1,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False
